from,to,intensity_forecast,intensity_actual,intensity_index
2019-06-15T02:30Z,2019-06-15T03:00Z,228,227,moderate
2019-06-15T03:00Z,2019-06-15T03:30Z,223,222,moderate
2019-06-15T23:00Z,2019-06-15T23:30Z,220,211,moderate
2019-06-15T23:30Z,2019-06-16T00:00Z,216,208,moderate
2019-06-16T00:00Z,2019-06-16T00:30Z,206,210,moderate
2019-06-16T00:30Z,2019-06-16T01:00Z,210,214,moderate
2019-06-16T01:00Z,2019-06-16T01:30Z,212,222,moderate
2019-06-16T01:30Z,2019-06-16T02:00Z,221,221,moderate
2019-06-16T02:00Z,2019-06-16T02:30Z,226,217,moderate
2019-06-16T02:30Z,2019-06-16T03:00Z,216,220,moderate
2019-06-16T03:00Z,2019-06-16T03:30Z,209,231,moderate
2019-06-16T23:00Z,2019-06-16T23:30Z,120,134,low
2019-06-16T23:30Z,2019-06-17T00:00Z,112,138,low
2019-06-17T00:00Z,2019-06-17T00:30Z,133,140,low
2019-06-17T00:30Z,2019-06-17T01:00Z,142,141,low
2019-06-17T01:00Z,2019-06-17T01:30Z,147,142,low
2019-06-17T01:30Z,2019-06-17T02:00Z,142,139,low
2019-06-17T02:00Z,2019-06-17T02:30Z,146,136,low
2019-06-17T02:30Z,2019-06-17T03:00Z,145,132,low
2019-06-17T03:00Z,2019-06-17T03:30Z,135,134,low
2019-06-17T23:00Z,2019-06-17T23:30Z,213,199,moderate
2019-06-17T23:30Z,2019-06-18T00:00Z,214,200,moderate
2019-06-18T00:00Z,2019-06-18T00:30Z,198,204,moderate
2019-06-18T00:30Z,2019-06-18T01:00Z,204,203,moderate
2019-06-18T01:00Z,2019-06-18T01:30Z,210,200,moderate
2019-06-18T01:30Z,2019-06-18T02:00Z,211,199,moderate
2019-06-18T02:00Z,2019-06-18T02:30Z,205,197,moderate
2019-06-18T02:30Z,2019-06-18T03:00Z,199,193,moderate
2019-06-18T03:00Z,2019-06-18T03:30Z,197,194,moderate
2019-06-18T23:00Z,2019-06-18T23:30Z,253,260,high
2019-06-18T23:30Z,2019-06-19T00:00Z,244,255,moderate
2019-06-19T00:00Z,2019-06-19T00:30Z,263,266,high
2019-06-19T00:30Z,2019-06-19T01:00Z,262,275,high
2019-06-19T01:00Z,2019-06-19T01:30Z,277,275,high
2019-06-19T01:30Z,2019-06-19T02:00Z,284,275,high
2019-06-19T02:00Z,2019-06-19T02:30Z,277,275,high
2019-06-19T02:30Z,2019-06-19T03:00Z,274,274,high
2019-06-19T03:00Z,2019-06-19T03:30Z,272,275,high
2019-06-19T23:00Z,2019-06-19T23:30Z,273,269,high
2019-06-19T23:30Z,2019-06-20T00:00Z,268,263,high
2019-06-20T00:00Z,2019-06-20T00:30Z,263,259,moderate
2019-06-20T00:30Z,2019-06-20T01:00Z,260,256,moderate
2019-06-20T01:00Z,2019-06-20T01:30Z,260,257,moderate
2019-06-20T01:30Z,2019-06-20T02:00Z,254,261,high
2019-06-20T02:00Z,2019-06-20T02:30Z,260,265,high
2019-06-20T02:30Z,2019-06-20T03:00Z,271,267,high
2019-06-20T03:00Z,2019-06-20T03:30Z,264,264,high
2019-06-20T23:00Z,2019-06-20T23:30Z,237,254,moderate
2019-06-20T23:30Z,2019-06-21T00:00Z,231,257,moderate
2019-06-21T00:00Z,2019-06-21T00:30Z,224,254,moderate
2019-06-21T00:30Z,2019-06-21T01:00Z,217,261,high
2019-06-21T01:00Z,2019-06-21T01:30Z,210,264,high
2019-06-21T01:30Z,2019-06-21T02:00Z,204,264,high
2019-06-21T02:00Z,2019-06-21T02:30Z,267,263,high
2019-06-21T02:30Z,2019-06-21T03:00Z,263,258,moderate
2019-06-21T03:00Z,2019-06-21T03:30Z,256,258,moderate
2019-06-21T23:00Z,2019-06-21T23:30Z,297,288,high
2019-06-21T23:30Z,2019-06-22T00:00Z,293,283,high
2019-06-22T00:00Z,2019-06-22T00:30Z,286,283,high
2019-06-22T00:30Z,2019-06-22T01:00Z,291,287,high
2019-06-22T01:00Z,2019-06-22T01:30Z,287,290,high
2019-06-22T01:30Z,2019-06-22T02:00Z,292,294,high
2019-06-22T02:00Z,2019-06-22T02:30Z,291,298,high
2019-06-22T02:30Z,2019-06-22T03:00Z,300,298,high
2019-06-22T03:00Z,2019-06-22T03:30Z,298,290,high
2019-06-22T23:00Z,2019-06-22T23:30Z,263,247,moderate
2019-06-22T23:30Z,2019-06-23T00:00Z,256,245,moderate
2019-06-23T00:00Z,2019-06-23T00:30Z,243,238,moderate
2019-06-23T00:30Z,2019-06-23T01:00Z,239,232,moderate
2019-06-23T01:00Z,2019-06-23T01:30Z,236,226,moderate
2019-06-23T01:30Z,2019-06-23T02:00Z,234,226,moderate
2019-06-23T02:00Z,2019-06-23T02:30Z,226,226,moderate
2019-06-23T02:30Z,2019-06-23T03:00Z,227,229,moderate
2019-06-23T03:00Z,2019-06-23T03:30Z,221,236,moderate
2019-06-23T23:00Z,2019-06-23T23:30Z,164,174,moderate
2019-06-23T23:30Z,2019-06-24T00:00Z,153,185,moderate
2019-06-24T00:00Z,2019-06-24T00:30Z,176,188,moderate
2019-06-24T00:30Z,2019-06-24T01:00Z,189,186,moderate
2019-06-24T01:00Z,2019-06-24T01:30Z,194,191,moderate
2019-06-24T01:30Z,2019-06-24T02:00Z,189,196,moderate
2019-06-24T02:00Z,2019-06-24T02:30Z,198,203,moderate
2019-06-24T02:30Z,2019-06-24T03:00Z,211,209,moderate
2019-06-24T03:00Z,2019-06-24T03:30Z,212,204,moderate
2019-06-24T23:00Z,2019-06-24T23:30Z,282,291,high
2019-06-24T23:30Z,2019-06-25T00:00Z,272,295,high
2019-06-25T00:00Z,2019-06-25T00:30Z,301,300,high
2019-06-25T00:30Z,2019-06-25T01:00Z,307,295,high
2019-06-25T01:00Z,2019-06-25T01:30Z,306,288,high
2019-06-25T01:30Z,2019-06-25T02:00Z,296,286,high
2019-06-25T02:00Z,2019-06-25T02:30Z,287,283,high
2019-06-25T02:30Z,2019-06-25T03:00Z,273,271,high
2019-06-25T03:00Z,2019-06-25T03:30Z,266,261,high
2019-06-25T23:00Z,2019-06-25T23:30Z,241,233,moderate
2019-06-25T23:30Z,2019-06-26T00:00Z,238,226,moderate
2019-06-26T00:00Z,2019-06-26T00:30Z,234,228,moderate
2019-06-26T00:30Z,2019-06-26T01:00Z,226,232,moderate
2019-06-26T01:00Z,2019-06-26T01:30Z,225,232,moderate
2019-06-26T01:30Z,2019-06-26T02:00Z,236,235,moderate
2019-06-26T02:00Z,2019-06-26T02:30Z,238,239,moderate
2019-06-26T02:30Z,2019-06-26T03:00Z,240,246,moderate
2019-06-26T03:00Z,2019-06-26T03:30Z,240,247,moderate
2019-06-26T23:00Z,2019-06-26T23:30Z,242,247,moderate
2019-06-26T23:30Z,2019-06-27T00:00Z,238,253,moderate
2019-06-27T00:00Z,2019-06-27T00:30Z,246,259,moderate
2019-06-27T00:30Z,2019-06-27T01:00Z,257,257,moderate
2019-06-27T01:00Z,2019-06-27T01:30Z,266,249,moderate
2019-06-27T01:30Z,2019-06-27T02:00Z,255,245,moderate
2019-06-27T02:00Z,2019-06-27T02:30Z,254,239,moderate
2019-06-27T02:30Z,2019-06-27T03:00Z,243,234,moderate
2019-06-27T03:00Z,2019-06-27T03:30Z,239,233,moderate
2019-06-27T23:00Z,2019-06-27T23:30Z,203,204,moderate
2019-06-27T23:30Z,2019-06-28T00:00Z,196,201,moderate
2019-06-28T00:00Z,2019-06-28T00:30Z,204,203,moderate
2019-06-28T00:30Z,2019-06-28T01:00Z,205,207,moderate
2019-06-28T01:00Z,2019-06-28T01:30Z,210,205,moderate
2019-06-28T01:30Z,2019-06-28T02:00Z,212,205,moderate
2019-06-28T02:00Z,2019-06-28T02:30Z,216,204,moderate
2019-06-28T02:30Z,2019-06-28T03:00Z,211,202,moderate
2019-06-28T03:00Z,2019-06-28T03:30Z,206,197,moderate
2019-06-28T23:00Z,2019-06-28T23:30Z,194,187,moderate
